row,code,code_norm,price_usd,category_guess,suggested_name,image_file,flag,short_description
186,DH-T2A-LED,T2ALED,43.5059,Объективы,Объектив Dahua DH-T2A-LED,DH-T2A-LED.png,ok,"> 2 Мп, КМОП-матрица 1/3"", высокая чувствительность, высокое разрешение"
187,DH-F2C-PV,F2CPV,47.5529,Видеокамеры,Видеокамера Dahua DH-F2C-PV,DH-F2C-PV.png,ok,2-мегапиксельная сетевая камера Wi-Fi Bullet с фиксированным фокусным расстоянием
188,DH-F2C-LED,F2CLED,43.5059,Видеокамеры,Видеокамера Dahua DH-F2C-LED,DH-F2C-LED.png,ok,2-мегапиксельная сетевая камера Wi-Fi Bullet с фиксированным фокусным расстоянием
189,DH-H2C,H2C,31.3647,Мониторы,Монитор Dahua DH-H2C,DH-H2C.png,ok,2-Мегапиксельная сетевая камера Wi-Fi с фиксированным фокусным расстоянием для помещений
190,DH-H3A,H3A,31.8706,Видеокамеры,Видеокамера Dahua DH-H3A,DH-H3A.png,ok,3-мегапиксельная внутренняя сетевая камера Wi-Fi с фиксированным фокусным расстоянием и функцией панорамирования и наклона
191,DH-C3A,C3A,30.7412,Видеокамеры,Видеокамера Dahua DH-C3A,DH-C3A.png,ok,3-мегапиксельная внутренняя сетевая камера Wi-Fi Cube с фиксированным фокусным расстоянием
192,DH-C5A,C5A,37.2353,Видеокамеры,Видеокамера Dahua DH-C5A,DH-C5A.png,ok,"Камера Dahua DH-C5A из серии Cube проста в установке и эксплуатации, предлагает четкие изображения с разрешением 5 МП, обнаружение домашних животных и людей, режим конфиденциальности, двустороннюю свя"
193,DH-P5D-5F-PV,P5D5FPV,65.9294,Мониторы,Монитор Dahua DH-P5D-5F-PV,DH-P5D-5F-PV.png,ok,5+5-мегапиксельная уличная Wi-Fi камера с двумя объективами и панорамированием и наклоном
194,DH-P3D-3F-PV,P3D3FPV,60.2353,Мониторы,Монитор Dahua DH-P3D-3F-PV,DH-P3D-3F-PV.png,ok,3+3-мегапиксельная наружная Wi-Fi камера с двумя объективами и функцией наклона и поворота
195,DH-H5D-5F,H5D5F,50.5882,Мониторы,Монитор Dahua DH-H5D-5F,DH-H5D-5F.png,ok,5+5 Мп внутренняя Wi-Fi камера с двумя объективами и функцией наклона и поворота
196,DH-H3D-3F,H3D3F,43.2353,Мониторы,Монитор Dahua DH-H3D-3F,DH-H3D-3F.png,ok,3+3-мегапиксельная внутренняя Wi-Fi-камера с двумя объективами и функцией поворота и наклона
197,DHI-ISC-D109L,ISCD109L,300.4941,Металлоискатели,Металлоискатель Dahua DHI-ISC-D109L,DHI-ISC-D109L.png,ok,Сквозной металлоискатель
198,DHI-ASGG120T,ASGG120T,493.7412,СКУД,Турникет Dahua DHI-ASGG120T,DHI-ASGG120T.jpg,ok,"Турникет трипод Сталь SUS304 0.8mm Питание 220В AC, 50/60Гц Потребление до 40Вт До 2-х направлений прохода Пропускная способность от 20 до 30 ч/мин Ширина прохода 800мм Срок службы более 1млн. раз Инт"
199,DH-PFM920I-5EUN,PFM920I5EUN,71.8353,Не определена,Устройство Dahua DH-PFM920I-5EUN,DH-PFM920I-5EUN.png,ok,Кабель UTP CAT5e
200,DH-PFM920I-6UN-CN,PFM920I6UNCN,112,Не определена,Устройство Dahua DH-PFM920I-6UN-CN,DH-PFM920I-6UN-CN.jpg,ok,Кабель UTP CAT6
201,DHI-LS460UCM-BF,LS460UCMBF,938.9176,Дисплеи,Дисплей Dahua DHI-LS460UCM-BF,DHI-LS460UCM-BF.jpg,nearest,"46-дюймовый настенный видеодисплей FHD (ультраузкая рамка 3,5 мм) > ЖК-панель ADS промышленного уровня, рассчитанная на непрерывную работу 24 часа в сутки/ 7"
202,DHI-LS490UCM-EF,LS490UCMEF,1102.8235,Дисплеи,Дисплей Dahua DHI-LS490UCM-EF,DHI-LS490UCM-EF.jpg,nearest,"49-дюймовый настенный видеодисплей FHD (ультраузкая рамка 3,5 мм)"
203,DHI-LS550UCM-BF,LS550UCMBF,1209.0588,Дисплеи,Дисплей Dahua DHI-LS550UCM-BF,DHI-LS550UCM-BF.jpg,ok,"Настенный видеодисплей 55 ’FHD (ультраузкая рамка 3,5 мм)"
204,IPMECD-0152-M30,IPMECD0152M30,41.4824,Не определена,Устройство Dahua IPMECD-0152-M30,IPMECD-0152-M30.png,ok,СРТЕЛА ДЛЯ БАРЕРА
205,"DHI-IPMECD-1052-RM30-
T15",IPMECD1052RM30T15,335.9059,Не определена,"Устройство Dahua DHI-IPMECD-1052-RM30-
T15",DHI-IPMECD-1052-RM30-_T15.png,ok,Поддерживает настройку времени и скорости для задержки падения барьера.
206,"DHI-IPMECD-1052-LM30-
T15",IPMECD1052LM30T15,335.9059,Не определена,"Устройство Dahua DHI-IPMECD-1052-LM30-
T15",DHI-IPMECD-1052-LM30-_T15.png,multi,Поддерживает настройку времени и скорости для задержки падения барьера.
207,DHI-DAE-HC5711GW-T5,DAEHC5711GWT5,140.6353,Видеорегистраторы,Видеорегистратор Dahua DHI-DAE-HC5711GW-T5,DHI-DAE-HC5711GW-T5.jpeg,multi,Видеорегистратор
208,DHI-DAE-HC3511GW-S8,DAEHC3511GWS8,134.5647,Видеорегистраторы,Видеорегистратор Dahua DHI-DAE-HC3511GW-S8,DHI-DAE-HC3511GW-S8.png,multi,Видеорегистратор
209,DHI-ISC-H001,ISCH001,29.4118,Металлоискатели,Металлоискатель Dahua DHI-ISC-H001,DHI-ISC-H001.png,ok,Ручной металлоискатель
210,DHI-SCP3024B-CBZ,SCP3024BCBZ,229.4118,Детекторы и датчики,Датчик Dahua DHI-SCP3024B-CBZ,DHI-SCP3024B-CBZ.png,ok,4-проводная гибридная интеллектуальная панель управления
211,DHI-SCP3044A-BZ,SCP3044ABZ,288.2353,Детекторы и датчики,Датчик Dahua DHI-SCP3044A-BZ,DHI-SCP3044A-BZ.png,ok,4-проводная гибридная интеллектуальная панель управления
212,DH-DSS-OneBox-H1/128,DSSONEBOXH1128,1411.7647,Сетевое оборудование,Коммутатор Dahua DH-DSS-OneBox-H1/128,DH-DSS-OneBox-H1_128.jpeg,ok,"Рабочая станция Intel Core i7, 32 Гбайт ОЗУ 4 независимых видеовыхода 4K Интегрированный графический процессор, декодирование до 30 каналов 1080p Автоматический запуск и вход в систему Уже настроенная"
213,DHI-ARA13-W2(868),ARA13W2868,45.4118,Мониторы,Монитор Dahua DHI-ARA13-W2(868),DHI-ARA13-W2_868_.png,ok,Беспроводная уличная сирена
214,DHI-ARA14-W2(868),ARA14W2868,45.2941,Не определена,Устройство Dahua DHI-ARA14-W2(868),DHI-ARA14-W2_868_.png,ok,Беспроводная сирена для внутренней связи
215,DHI-ARA24-W2(868),ARA24W2868,17.0588,Не определена,Устройство Dahua DHI-ARA24-W2(868),DHI-ARA24-W2_868_.png,ok,Беспроводной брелок Dahua
216,DHI-ARA43-W2(868),ARA43W2868,58.8235,Не определена,Устройство Dahua DHI-ARA43-W2(868),DHI-ARA43-W2_868_.png,ok,Ретранслятор сигнала тревоги
217,DHI-ARC3800H-FW2(868),ARC3800HFW2868,164.7153,Не определена,Устройство Dahua DHI-ARC3800H-FW2(868),DHI-ARC3800H-FW2_868_.png,ok,еспроводной охранный концентратор Dahua 2
218,DHI-ARC3800H-W2(868),ARC3800HW2868,94.0941,Не определена,Устройство Dahua DHI-ARC3800H-W2(868),DHI-ARC3800H-W2_868_.png,ok,Беспроводной охранный концентратор Dahua 2
219,DHI-ARD1233-W2(868),ARD1233W2868,28.2353,Мониторы,Монитор Dahua DHI-ARD1233-W2(868),DHI-ARD1233-W2_868_.png,ok,Беспроводной ИК-датчик
220,DHI-ARD2251E-W2(868V),ARD2251EW2868V,117.6682,Мониторы,Монитор Dahua DHI-ARD2251E-W2(868V),DHI-ARD2251E-W2_868V_.png,ok,Беспроводная внешняя PIR-камера Dahua (совместима только с серией ARC3800H)
221,DHI-ARD323-W2(868),ARD323W2868,22.9412,Мониторы,Монитор Dahua DHI-ARD323-W2(868),DHI-ARD323-W2_868_.png,ok,Беспроводной дверной датчик Dahua
222,DHI-ARD323-W2(868S),ARD323W2868S,23.1765,Мониторы,Монитор Dahua DHI-ARD323-W2(868S),DHI-ARD323-W2_868S_.png,ok,Беспроводной дверной датчик Dahua (маленький)
223,DHI-ARD512-W2(868),ARD512W2868,23.5294,Детекторы и датчики,Датчик Dahua DHI-ARD512-W2(868),DHI-ARD512-W2_868_.png,ok,Беспроводной датчик разбития стекла Dahua
224,DHI-ARD821-W2(868),ARD821W2868,16.4706,Не определена,Устройство Dahua DHI-ARD821-W2(868),DHI-ARD821-W2_868_.png,ok,Беспроводная тревожная кнопка
225,DHI-ARD912-W2(868),ARD912W2868,22.3529,Не определена,Устройство Dahua DHI-ARD912-W2(868),DHI-ARD912-W2_868_.png,ok,Беспроводной детектор утечки воды
226,DHI-ARM7011-W2(868),ARM7011W2868,24.7059,Не определена,Устройство Dahua DHI-ARM7011-W2(868),DHI-ARM7011-W2_868_.png,ok,Беспроводное реле Dahua
227,DHI-ARM7012-W2(868),ARM7012W2868,18.8235,Не определена,Устройство Dahua DHI-ARM7012-W2(868),DHI-ARM7012-W2_868_.png,ok,Беспроводной настенный переключатель Dahua
228,DHI-HY-GC21B-W2(868),HYGC21BW2868,28.8235,Детекторы и датчики,Датчик Dahua DHI-HY-GC21B-W2(868),DHI-HY-GC21B-W2_868_.png,ok,Беспроводной датчик угарного газа
229,DHI-HY-SA21A-W2(868),HYSA21AW2868,29.4118,Детекторы и датчики,Датчик Dahua DHI-HY-SA21A-W2(868),DHI-HY-SA21A-W2_868_.png,ok,Беспроводной дымовой извещатель
